,Caption,Instagram,YouTube,Twitter,positive_words,negative_words,length,word_count,male_words,female_words,afinn
207,Vente pa' ca ,1,0,0,0,0,13,3,0,0,0.0
208,Being able to create is my favorite thing in the whole world. I'm so excited to be a part of the vision and family AND I get the honor to design with -ahhhhhh ,1,0,0,3,0,159,33,0,0,8.0
209,I have a lot to be thankful for this year.. My year has been the hardest yet most rewarding one yet. I've finally fought the fight of not 'being enough'. I have only wanted to reflect the love you guys have given me for years and show how important it is to take care of YOU. By grace through faith. Kindness always wins. I love you guys. God bless ,1,0,0,8,0,349,69,1,0,24.0
210,One of my favorite nights on tour ,1,0,0,1,0,34,7,0,0,2.0
211,My entire heart ,1,0,0,0,0,16,3,0,0,0.0
212,My whole life. You matter most. Thank you for letting me do what I love every day. ,1,0,0,2,0,83,17,0,0,6.0
213,My love and I ,1,0,0,1,0,14,4,0,0,3.0
214,Nobody loves me like you do  ,1,0,0,2,0,29,6,0,0,5.0
215, in ,1,0,0,0,0,4,1,0,0,0.0
216,My first cover came out -thank you so much! So grateful ,1,0,0,1,0,56,11,0,0,5.0
217,Japan ,1,0,0,0,0,6,1,0,0,0.0
218,"My sweet, hilarious and crazy soul my life completely changed when I met you. Thank you for putting up with me. You're for LIFE. I love you more than you hate affection. Happy bday ",1,0,0,4,2,181,34,0,0,10.0
219,my girlies  -too many stories ,1,0,0,0,0,30,5,0,0,0.0
220,the boys  ,1,0,0,0,0,10,2,1,0,0.0
221,-grateful ,1,0,0,0,0,10,1,0,0,3.0
222,Singapore ,1,0,0,0,0,10,1,0,0,0.0
223,"KL, from the car ",1,0,0,0,0,17,4,0,0,0.0
224,Beautiful people  ,1,0,0,1,0,18,2,0,0,3.0
225,focus ,1,0,0,0,0,6,1,0,0,0.0
226,when your lyrics are on the bottle  ,1,0,0,0,0,36,7,0,0,0.0
227,after two weeks on the studio bus safe to say this next album is  --- its just starting tho ,1,0,0,1,0,92,19,0,0,1.0
228,a few of my favs from our fam  ,1,0,0,0,0,31,8,0,0,0.0
229,The one thing that gets me going before anything.. Sheldon Cooper -Big Bang Theory ,1,0,0,0,0,83,14,0,0,1.0
230,preshow ,1,0,0,0,0,8,1,0,0,0.0
231,My godson watching his tia on stage -happy fathers day ,1,0,0,0,0,55,10,0,0,3.0
232,Checking ,1,0,0,0,0,9,1,0,0,0.0
233,Happy to finally share my first campaign --thank you and love you  ,1,0,0,2,0,67,12,0,0,9.0
234,"Atlanta, GA ",1,0,0,0,0,12,2,0,0,0.0
235, ,1,0,0,0,0,1,0,0,0,0.0
236,"Couldn't go out tonight but I got love for you Washington, DC  ",1,0,0,1,0,63,12,0,0,3.0
237,Brooklyn ,1,0,0,0,0,9,1,0,0,0.0
238,Brooklyn babies! Sorry I couldn't get everyone in  ,1,0,0,0,1,51,8,0,0,-1.0
239,arena vibes ,1,0,0,0,0,12,2,0,0,0.0
240,When I see my new costumes for stage -comin sooooon  ,1,0,0,0,0,53,10,0,0,0.0
241,Boston -you guys were LOUD  ,1,0,0,0,1,28,5,1,0,0.0
242,Toronto. ,1,0,0,0,0,9,1,0,0,0.0
243,My cover for with  exciting things coming with this brilliant man. Shot by the amazing ,1,0,0,3,0,87,15,0,0,11.0
244,"London, Ontario  ",1,0,0,0,0,17,2,0,0,0.0
245,"Ottawa, Canada -sick sick sick night  love you guys ",1,0,0,1,2,52,9,1,0,-3.0
246,Due to safety I couldn't go outside tonight in Winnipeg. That did NOT stop me from gettin my pic tho  ,1,0,0,0,0,102,20,0,0,0.0
247,My littles. Saskatoon lovin ,1,0,0,0,0,28,4,0,0,0.0
248,s'mores ,1,0,0,0,0,8,1,0,0,0.0
249,restock the bus -grocery shopping in Saskatoon ,1,0,0,0,0,47,7,0,0,0.0
250,"Calgary, Canada  ALSO: meeting you guys after my shows has been such a highlight.. but because your safety is priority and most important if we can't keep them contained I'll have to stop. I'll do it for as long as I can, but you matter most. Love you guys. Can't wait to see you Saskatoon ",1,0,0,2,0,290,55,1,0,8.0
251,Walks through Calgary ,1,0,0,0,0,22,3,0,0,0.0
252,"Got you Edmonton, Canada ",1,0,0,0,0,25,4,0,0,0.0
253,TONIGHT  ,1,0,0,0,0,9,1,0,0,0.0
254,"Vancouver, Canada was LIT ",1,0,0,0,0,26,4,0,0,0.0
255,"Seattle, WA ",1,0,0,0,0,12,2,0,0,0.0
256,When you meet the boss and talk tech in a very unusual office ,1,0,0,0,1,62,13,0,0,0.0
257,"San Jose, CA ",1,0,0,0,0,13,3,0,0,0.0
258,"Sacramento, CA ",1,0,0,0,0,15,2,0,0,0.0
259,After my first show in Vegas.  ,1,0,0,0,0,31,6,0,0,0.0
260,My cover for Thank you to everyone involved! ,1,0,0,1,0,45,8,0,0,2.0
261,"Just like the last tour.. nothing's changed. Fresno, CA ",1,0,0,1,0,56,9,0,0,2.0
262,night 2  ,1,0,0,0,0,9,2,0,0,0.0
263,first show/tomorrow ,1,0,0,0,0,20,2,0,0,0.0
264,when the crew come together for and ,1,0,0,0,0,36,7,0,0,0.0
265,After we finish a show and don't mess it up ,1,0,0,0,1,44,10,0,0,-2.0
266,Behind the scenes of //tour content ,1,0,0,0,0,36,6,0,0,0.0
267,Tour rehearsals ,1,0,0,0,0,16,2,0,0,0.0
268,ALSO all of my tattoos will be available.. Each and every one of them mean so much to me. --I have 7 tattoos (and counting) ,1,0,0,0,0,124,25,0,0,0.0
269, ,1,0,0,0,0,1,0,0,0,0.0
270,this month -thank you for the rad article Zach ,1,0,0,0,0,47,9,0,0,2.0
271,74  ,1,0,0,0,0,4,1,0,0,0.0
272,"THE absolute best in the game. Honestly knowing this man for two years, learning and growing. Thank you  ",1,0,0,2,0,105,18,2,0,6.0
273,I am proud to be apart of what you do to inspire the world. WE are the next generation. By grace through faith. All I know is you can change the world  ,1,0,0,3,0,152,32,0,0,6.0
274,coming soon/ / REVIVAL tour '16 ,1,0,0,1,0,32,6,0,0,0.0
275,Love you ,1,0,0,1,0,9,2,0,0,3.0
276,Thank you -YOU guys though. Thank you for voting. You matter most ,1,0,0,2,0,66,12,1,0,5.0
277,"Also last thing, getting ready for tour and the kick off is in Vegas. This is what's happening after. Come ",1,0,0,1,0,107,20,0,0,0.0
278,sweets ,1,0,0,0,0,7,1,0,0,0.0
279,first time I ever lead worship. I got to perform my first worship song I ever wrote. So grateful for His grace and understanding. ,1,0,0,3,0,130,24,0,0,4.0
280,"tb to a sweet, small house in TX ",1,0,0,0,0,33,8,0,0,2.0
281,We have waited our whole lives for this  ,1,0,0,0,0,41,8,0,0,0.0
282,Papa  ,1,0,0,0,0,6,1,2,0,0.0
283,this -wishing I was with and right now ,1,0,0,1,0,39,8,0,0,1.0
284,Words can't describe how much I love this one right here ,1,0,0,2,0,57,11,0,0,3.0
285,Black and white makes life look sick. Had the best couple of days Paris. I snap chatted way too much while I was here. snap: selenagomez ,1,0,0,1,0,137,26,0,0,1.0
286,It's that time again- I love my family  ,1,0,0,1,0,40,8,0,0,3.0
287,It's fun to look cool sometimes ,1,0,0,2,0,32,6,0,0,5.0
288,We made it Paris ,1,0,0,0,0,17,4,0,0,0.0
289,Prepping for ,1,0,0,0,0,13,2,0,0,0.0
290,Thank you for the purty pic AND for always taking care of me! Love you so -I legit ripped my dress right after this shot. I blame in n out. ,1,0,0,3,2,140,30,0,0,5.0
291,Family ,1,0,0,0,0,7,1,0,0,0.0
292, for today ,1,0,0,0,0,11,2,0,0,0.0
293,this is what was shining most -so proud of you Tay  ,1,0,0,1,0,52,11,0,0,2.0
294,last night was fun ,1,0,0,1,0,19,4,0,0,4.0
295,A little tb and a happy birthday to one of the kindest people I know AND someone who has inspired me for years! ,1,0,0,1,0,112,23,0,0,5.0
296,throwback -swag ,1,0,0,0,0,16,2,0,0,0.0
297,rp -facts ,1,0,0,0,0,10,2,0,0,0.0
298,Thank you AND for spending the day with me and eating chilis. ,1,0,0,1,0,62,12,0,0,2.0
299,Finally got to see our movie tonight at Sundance!!! So proud to have the closing film -can't wait for you guys to see it soooon ,1,0,0,1,0,128,25,1,0,2.0
300,Thank you for a childhood dream come true ... Did you guys see it?!  AH ,1,0,0,1,0,72,15,1,0,5.0
301,when they play your song at the club ,1,0,0,0,0,37,8,0,0,0.0
302,"your embrace is everything to me -hi, just love you guys ",1,0,0,1,0,57,11,1,0,4.0
303,Are we in the clear yet? ,1,0,0,1,0,25,6,0,0,1.0
304,love them ,1,0,0,1,0,10,2,0,0,3.0
305,Happy bday Orly -celebrate kindness and who you are ,1,0,0,2,0,52,9,0,0,8.0
306,"So happy and are partnering with -I've been an ambassador since I was 17, met Nicolas last year. SO grateful for the worlds to collide for a great cause. ",1,0,0,3,0,154,29,0,0,8.0
307,just discussing ,1,0,0,0,0,16,2,0,0,0.0
308,mood for all 60 million of you  -insane... thank YOU for living life with me. ,1,0,0,1,0,78,15,0,0,0.0
309,nothing makes my heart happier -my boys. For life ,1,0,0,1,0,50,9,0,0,0.0
310,... home. Literally nothing better than this. Sorry but not sorry LA. ,1,0,0,1,2,70,12,0,0,0.0
311,that one time we went to jail ,1,0,0,0,0,30,7,0,0,0.0
312,ready for you ,1,0,0,1,0,14,3,0,0,0.0
313,Happy birthday to my number one. cousins/sisters/therapists -I love you. ,1,0,0,2,0,73,10,0,0,6.0
314,Left my phone behind to be present! I am so grateful for the people I've met this year but more importantly for the people who have been consistent and by my side through thick and thin. That'd be YOU. Thank you for another year! Love you guys! ,1,0,0,4,0,245,47,0,0,8.0
315,tb ,1,0,0,0,0,3,1,0,0,0.0
316,I promise I have the biggest family. But my pride and joy lives with this one right here. ,1,0,0,4,0,90,18,0,0,4.0
317,-tomorrow ,1,0,0,0,0,10,1,0,0,0.0
318,MY godson  ,1,0,0,0,0,11,2,0,0,0.0
319,comin soon hehe ,1,0,0,0,0,16,3,0,0,2.0
320,"Thanks and to all my for 3 amazing years. I've had the best time guest designing my own clothing line for you. I'll be following for more exciting things coming up in 2016, make sure you do too! ",1,0,0,3,0,195,38,0,0,12.0
321,My baby did me up tonight.  ,1,0,0,0,0,28,6,0,0,0.0
322,I don't know life without you Taylor. Happy birthday! ,1,0,0,1,0,54,9,0,0,3.0
323,This means we had good lighting.. Right ladies??  ,1,0,0,2,0,50,8,0,0,3.0
324,My babe and I performing tonight for SO grateful to wrap up this year with the best people. Thank you NY!! ,1,0,0,3,0,107,21,0,0,8.0
325,Paul came to give me my award for women in music!!! ,1,0,0,1,0,52,11,0,2,3.0
326,Philly love -best ever. ,1,0,0,1,0,24,4,0,0,6.0
327,What my day looked like ,1,0,0,1,0,24,5,0,0,2.0
328,"Wait, on the low though... This was backstage. Why do you think I covered my stomach during the show??  watch on CBS!!! ",1,0,0,0,0,120,22,0,0,0.0
329,show is happening! Wish I was with all my angels right now! ,1,0,0,1,0,60,12,0,0,1.0
330,The time is almost here fashion show December 8th on CBS!! Hope you guys are having a great day/night  ,1,0,0,1,0,103,19,1,0,5.0
331,After the show is the after party.. Thank you for my stocking!!!  ,1,0,0,1,0,66,12,0,0,2.0
332,Jingle ball in Oakland!! Man I'm getting pumped for tour.... Thank you ,1,0,0,1,0,71,12,2,0,2.0
333, ,1,0,0,0,0,1,0,0,0,0.0
334,Thank you and  ,1,0,0,1,0,15,3,0,0,2.0
335,-we just show up. Thank you for making us and all beautiful women feel beautiful ,1,0,0,3,0,81,15,0,2,8.0
336,Zzz ,1,0,0,0,0,4,1,0,0,0.0
337,my heart. ,1,0,0,0,0,10,2,0,0,0.0
338,ok no more  ,1,0,0,0,0,12,3,0,0,-1.0
339, ,1,0,0,0,0,1,0,0,0,0.0
340,"This show was a dream to be on. Thank you so much and all the angels for being SO nice, warm and fun!! -and looking at you guys all day wasn't hard to do at all  Abel killed it as usual and Ellie was shining brighter than ever! Can't wait for you guys to see it on December 8th!! K I'm done. What is life? Love you!! ",1,0,0,4,2,317,67,2,0,10.0
341,Thank you for my custom dress tonight. Felt like a true VS angel.  also shout out to the dream team and ,1,0,0,2,0,104,21,0,0,7.0
342,50 million  - I love you guys. You make me smile. And I love secretly stalking some of your pages. ,1,0,0,2,0,99,20,0,0,8.0
343,tonight ,1,0,0,0,0,8,1,0,0,0.0
344,t ,1,0,0,0,0,2,1,0,0,0.0
345,She's just awesome ,1,0,0,1,0,19,3,0,0,4.0
346,AKA -don't talk to me unless I've eaten ,1,0,0,0,0,40,8,0,0,0.0
347,one of my favs - ,1,0,0,0,0,17,5,0,0,0.0
348,That was the day we sold our show to  I'll just be freaking out over here. Congratulations to the whole team! ,1,0,0,1,1,110,21,0,0,2.0
349,Dylan ,1,0,0,0,0,6,1,0,0,0.0
350,It was kinda hard to go out tonight but I would do anything for -she deserves the award of the night at she makes us ladies feel beautiful always x ,1,0,0,2,1,148,30,0,6,5.0
351,My godson came to see his Tia in LA  ,1,0,0,0,0,37,9,0,0,0.0
352,REVIVAL ,1,0,0,1,0,8,1,0,0,0.0
353,iPhone game strong ,1,0,0,1,0,19,3,0,0,2.0
354,She's my bestie. But y'all know that already. ,1,0,0,0,0,46,8,0,0,0.0
355,Tickets for the 2016 are on-sale TODAY! Can't wait to see each and everyone of you!! -link in bio xx ,1,0,0,0,0,101,20,0,0,0.0
356,Had the best time reading everyone's -here's a sneak peak of one of my favorites. ,1,0,0,1,1,82,15,0,0,5.0
357,Getting ready for Fallon  jewels ,1,0,0,1,0,33,5,0,0,1.0
358,xo ,1,0,0,0,0,3,1,0,0,3.0
359,These two though. My uncles/big brothers/advisors/heroes/bffs forever and ever! So grateful I have the best fans and family that celebrate with me  ,1,0,0,4,0,148,22,0,0,12.0
360,My cover!!  thank you so so very much! ,1,0,0,1,0,39,8,0,0,2.0
361,The roomie/bae loves me (just for us)  I'm FREAKING OUT. The album is out!!!! Revival!!!! ,1,0,0,1,1,90,15,0,0,3.0
362,LOVE my Revival jacket :)  ,1,0,0,2,0,27,5,0,0,3.0
363,thank you :) ... REVIVAL ,1,0,0,2,0,25,5,0,0,2.0
