Caption,Instagram,YouTube,Twitter
iPhone game strong ,1,0,0
She's my bestie. But y'all know that already. ,1,0,0
Tickets for the 2016 are on-sale TODAY! Can't wait to see each and everyone of you!! -link in bio xx ,1,0,0
Had the best time reading everyone's -here's a sneak peak of one of my favorites. ,1,0,0
Getting ready for Fallon  jewels ,1,0,0
xo ,1,0,0
These two though. My uncles/big brothers/advisors/heroes/bffs forever and ever! So grateful I have the best fans and family that celebrate with me  ,1,0,0
My cover!!  thank you so so very much! ,1,0,0
The roomie/bae loves me (just for us)  I'm FREAKING OUT. The album is out!!!! Revival!!!! ,1,0,0
LOVE my Revival jacket :)  ,1,0,0
thank you :) ... REVIVAL ,1,0,0
2 days until REVIVAL ... Officially nervous/relieved. ,1,0,0
"a photo of me the same age as instagram is today, happy 5th birthday  thank you for doing what you do x ",1,0,0
6 more days.... ,1,0,0
 8 DAYS UNTIL THE ALBUM DROPS. ,1,0,0
Paris je t'aime. Merci beaucoup  -can't do any of it without you. ,1,0,0
Moments where I can safely run away for a bit  ,1,0,0
Paris adventures ,1,0,0
I won't post a lot of pics like this but I have to say this was one of my favorites! Made me feel like Jennifer Aniston  LOVE YOU  ,1,0,0
"Per Sukis' request. ""Let's cuddle so hard for our pic"". Love these girls SOOO much. Cara! -I miss youuu  ",1,0,0
Just arrived at the most magical place -here is their new  ,1,0,0
Another cover with  -so crazy. I'm so lucky. Actually never mind I'm blessed. ,1,0,0
Having the best trip. Europe I just love you.. hur did by -face did by ,1,0,0
When the girl band meets the boy band in London Town ,1,0,0
It's here!! Watch the official video for at http://smarturl.it/SameOldLoveVid now! ,1,0,0
Surrounding our fav -honestly the sweetest in the game.  ,1,0,0
Posted ... She keeps me sane and we match sometimes  ,1,0,0
The reason Revival happened.... forever. ,1,0,0
Who's here??  I'm getting way too excited... ,1,0,0
 ,1,0,0
Here's the first look of my new cover!! One of my absolute favorite interviews. Elle you always do me justice. Love you! ,1,0,0
cover and shot by -one of my favorites ,1,0,0
"Me and living, playing and working all the time. ",1,0,0
moments with the realest. thank you! ,1,0,0
Feeling downtown chic. At Polo's cool garden scene at Follow to see more.  ,1,0,0
Ahhh you guys! You can now preorder on and get my new single instantly. http://smarturl.it/SGRevival ,1,0,0
work flow//meetings ,1,0,0
loved today. Can't we just show them nowwww?  ,1,0,0
REVIVAL 10.9 ,1,0,0
adorable. Can't wait for this movie to come out for all my littles!! ,1,0,0
Chillin with you guys is one of my favorite parts. You even let me steal your snapchat so I can film myself. Thank u for that by the way. ,1,0,0
My favorites. My babies. My second family  ,1,0,0
REVIVAL //10.9 ... ,1,0,0
You guys can still sign up for my little REVIVAL event in September because I wanna meet yall and share some stuff so.... Link in bio  ,1,0,0
Wouldn't have it any other way! SHE WON!! Vid of the YEAR! So proud of all the ladies! That's what it's truly about! ,1,0,0
I've got the hottest dates ,1,0,0
Backstage  ,1,0,0
"After nearly 8 years of friendship, I just can't wait to tell our kids we ACTUALLY got to perform in front of thousands of insanely beautiful people together. TWICE! I love you Tay. ",1,0,0
These kids will blow your mind and they are changing the world. So honored to host this amazing event tonight on abc! Check it out! x ,1,0,0
"So proud of these girls -promise, they will do great things. Plus they're chill af. ",1,0,0
Wanna look Good For You -video ft Rocky out now. Link in bio. ,1,0,0
 ,1,0,0
I'm so happy was born. That's all.  ,1,0,0
mood ,1,0,0
family//food ,1,0,0
hair ,1,0,0
Tonight we celebrated you  ,1,0,0
memory lane ,1,0,0
A few of my favorite things. ,1,0,0
It's all fun until I move around too much and gets mad at me  ,1,0,0
"Francia, you have been there through so many phases of life with me. The only thing I want you to know is how much I value YOU. You are more than you realize. I love you. ",1,0,0
young&free. My friends hate me. But love me too. ,1,0,0
 ,1,0,0
"Surround yourself with wonderfully genuine hearted ladies, ladies.  ",1,0,0
So happy! My Fall collection is finally out! Follow to find out where to get it. ,1,0,0
"I am the luckiest, happiest girl today. Thank you guys so much for all the bday wishes!! I love growing up with YOU.  ",1,0,0
moments with ,1,0,0
Your girl is almost 23!!  ,1,0,0
Waiting game strong fam ,1,0,0
 Happy Sunday ,1,0,0
..../leading you.3   ,1,0,0
Kill. Em. With. Kindness.. 1 ,1,0,0
How most of my shoots end ,1,0,0
Don't ever leave me again welcome home roomie  I love you ,1,0,0
One more ,1,0,0
My new collection. Probably one of my favorites. ,1,0,0
My best friends and I took a road trip. We stopped to get fruit. Prayed for our soldiers fighting for our freedom. Remembering what today is about and giving thanks before we Happy 4th everybody! ,1,0,0
"As I finish some of the album, I love reflecting on the journey. Here's a throw back to us during a break in Mexico where I came up with title of the album and 4 of the tracks.   ",1,0,0
TBT with Michelle and for  ,1,0,0
nana and papa  from forcing you to listen to me sing on the fireplace to watching me now. You've always been proud of me. I love you!! ,1,0,0
These days are always the best days. ,1,0,0
Routine ,1,0,0
"Me, well everyday. ",1,0,0
"I'm so happy to finally share the official video for ""Good For You"" featuring the initial stripped down version of the song! I hope you enjoy it! http://vevo.ly/OdILcH ",1,0,0
Good For You music video coming tomorrow!! You'll notice a different version of the song.... :) ,1,0,0
The reason I wake up every morning. She's the reason I am who I am. Every part of me is her. I love you momma. I'm proud to be your daughter. ,1,0,0
It's here!!! You can finally get ft. on http://smarturl.it/GoodForYouSG ,1,0,0
Typical bougie jet pic. NY ready for ya!!! Tomorrow is a big day! ,1,0,0
Never do I laugh harder weekend  ,1,0,0
So excited to finally show you guys the art for ft. coming 6/22!! ,1,0,0
Who wants to premiere a sneak peek of my video? I've got something special for a few of you!!! ,1,0,0
Today  thankful for these guys ,1,0,0
 ,1,0,0
 pic by ,1,0,0
I am so happy to announce my new partnership with Pantene! ,1,0,0
My cast mates - Hotel Transylvania 2  ,1,0,0
Hotel Transylvania 2 press with the crew babies!!! Can't wait for you to see this movie. So sweet!  ,1,0,0
GOOD FOR YOU. JUNE 22. ,1,0,0
"'Good For You.' JUNE 22. Now who would like the first look of my new music video?"" ",1,0,0
" ""unbothered"" ",1,0,0
"From LA, Mexico back to LA. This is a magical team  .... ",1,0,0
Ready.. ,1,0,0
I may post about them too much but it's because I love them too much. ,1,0,0
"Sometimes I get frustrated when I hear lies about who I am. The Internet is meant to keep you ""updated"" but it just takes old news and freezes it like it's now. You have watched me in pain and I've owned up to it through my music and actions. I grew up with you. I am beyond excited to show you the next chapter, the TRUTH. I've been keeping so many secrets... I'm reborn in every moment so who knows what I'll become.. As long as I'm happy with me.  ",1,0,0
"Coffee. COFFEE. -me, everyday. ",1,0,0
Today  ,1,0,0
Downtown with my ladies  ,1,0,0
"Guys, if you haven't seen Ex Machina you absolutely must. This is why I make movies. It's was intriguing, funny, suspenseful and so well done. Have you seen it? ",1,0,0
"In between takes, more playing with Jake! Photography by ",1,0,0
R$ ,1,0,0
behind the scenes ,1,0,0
Let's lay in a vineyard all day ,1,0,0
Arsyn ,1,0,0
My pride and joy.. My littlest littles ,1,0,0
My fav sweat shirt  ,1,0,0
Mommy ,1,0,0
Mother's Day brunch feat. papa with my girls and their family! Can't wait for my mom to get in town next week!  ,1,0,0
Mornings! ,1,0,0
thank you for having me again ,1,0,0
Made my rice tonight from scratch... Needless to say it was cinco de mayo at my house tonight for sure. Celebrated the way I grew up! ,1,0,0
Practicing the future.  ,1,0,0
Xo NY ,1,0,0
"Playful moments, glamming, pre-MET with ",1,0,0
"Rp  surrounded by the sweetest, most grounded gals  ",1,0,0
Vera Wang!! Felt like a princess yet again.  ,1,0,0
Fam  ,1,0,0
Cozy in my SG NEO top  ,1,0,0
Tinker bell cups  ,1,0,0
Soul cycle aftermath. I. Want. Tacos. ,1,0,0
Rp ,1,0,0
We decided as a family to come to Mexico to be inspired.... That's exactly what happened ,1,0,0
I love being happy with me yall  ,1,0,0
should probably sign to hit cause....  ,1,0,0
Kick off the beach vibes with my NEO summer collection. Follow to find out how you could win one look or the entire collection. ,1,0,0
